Table No.,ICSD No.,Space Group,Struct.formula,,元素1,元素1数,族1,周期1,,元素2,元素2数,族2,周期2,晶系,,
62,76624,P b n m,Pd Ge,Pd,Pd,1,10,5,Ge,Ge,1,14,4,Orthorhombic,,
62,76630,P n m a,Mn B,Mn,Mn,1,7,4,B,B,1,13,2,Orthorhombic,,
62,87994,P n m a,Zr2 Te,Zr2,Zr,2,4,5,Te,Te,1,16,5,Orthorhombic,,
62,51141,P n m a,U3 Te5,U3,U,3,3,7,Te5,Te,5,16,5,Orthorhombic,,
62,88709,P n a m,Li P5,Li,Li,1,1,2,P5,P,5,15,3,Orthorhombic,,
62,53040,P n m a,Hf Si,Hf,Hf,1,4,6,Si,Si,1,14,3,Orthorhombic,,
62,411036,P c m n,I F3,I,I,1,17,5,F3,F,3,17,2,Orthorhombic,,
62,411177,P b n m,Sn Br2,Sn,Sn,1,14,5,Br2,Br,2,17,4,Orthorhombic,,
62,89499,P n m a,Ce2 S3,Ce2,Ce,2,3,6,S3,S,3,16,3,Orthorhombic,,
62,51260,P n m a,Dy2 Te,Dy2,Dy,2,3,6,Te,Te,1,16,5,Orthorhombic,,
62,51283,P n m a,Ca F2,Ca,Ca,1,2,4,F2,F,2,17,2,Orthorhombic,,
62,90772,P n m a,Sr2 Ge,Sr2,Sr,2,2,5,Ge,Ge,1,14,4,Orthorhombic,,
62,90806,P n m a,Rb2 Te3,Rb2,Rb,2,1,5,Te3,Te,3,16,5,Orthorhombic,,
62,280620,P n m a,Zr Te,Zr,Zr,1,4,5,Te,Te,1,16,5,Orthorhombic,,
62,91282,P n m a,Li2 S,Li2,Li,2,1,2,S,S,1,16,3,Orthorhombic,,
62,92474,P n m a,Cs4 Sb2,Cs4,Cs,4,1,6,Sb2,Sb,2,15,5,Orthorhombic,,
62,411461,P n m a,C3 O2,C3,C,3,14,2,O2,O,2,16,2,Orthorhombic,,
62,411876,P n m a,Ti5 Sb2.85,Ti5,Ti,5,4,4,Sb2.85,Sb,2.85,15,5,Orthorhombic,,
62,56740,P n m a,Yb7 Cl15,Yb7,Yb,7,3,6,Cl15,Cl,15,17,3,Orthorhombic,,
62,56741,P n m a,In2 Br3,In2,In,2,13,5,Br3,Br,3,17,4,Orthorhombic,,
62,56785,P n m a,Tm7 Cl15,Tm7,Tm,7,3,6,Cl15,Cl,15,17,3,Orthorhombic,,
62,52212,P n m a,V S,V,V,1,5,4,S,S,1,16,3,Orthorhombic,,
62,52405,P n m a,Zr Sb1.96,Zr,Zr,1,4,5,Sb1.96,Sb,1.96,15,5,Orthorhombic,,
62,52408,P n m a,Zr5 Sb3,Zr5,Zr,5,4,5,Sb3,Sb,3,15,5,Orthorhombic,,
62,52693,P n m a,Ba5 Sb4,Ba5,Ba,5,2,6,Sb4,Sb,4,15,5,Orthorhombic,,
62,77751,P n m a,Sr5 Sb3,Sr5,Sr,5,2,5,Sb3,Sb,3,15,5,Orthorhombic,,
62,77856,P n m a,V2 P,V2,V,2,5,4,P,P,1,15,3,Orthorhombic,,
62,77975,P n m a,Pt3 Si,Pt3,Pt,3,10,6,Si,Si,1,14,3,Orthorhombic,,
62,53725,P n m a,Nd5 Ge4,Nd5,Nd,5,3,6,Ge4,Ge,4,14,4,Orthorhombic,,
62,53743,P n m a,Ni2 Ge,Ni2,Ni,2,10,4,Ge,Ge,1,14,4,Orthorhombic,,
62,280889,P n m a,Nd2 Te3,Nd2,Nd,2,3,6,Te3,Te,3,16,5,Orthorhombic,,
62,411877,P n m a,Au F5,Au,Au,1,11,6,F5,F,5,17,2,Orthorhombic,,
62,412248,P n m a,Eu2 Si,Eu2,Eu,2,3,6,Si,Si,1,14,3,Orthorhombic,,
62,92771,P n m a,Na2 S,Na2,Na,2,1,3,S,S,1,16,3,Orthorhombic,,
62,93161,P b n m,Cr Te,Cr,Cr,1,6,4,Te,Te,1,16,5,Orthorhombic,,
62,51529,P n m a,Rb2 C2,Rb2,Rb,2,1,5,C2,C,2,14,2,Orthorhombic,,
62,51531,P n m a,Cs2 C2,Cs2,Cs,2,1,6,C2,C,2,14,2,Orthorhombic,,
62,93537,P n m a,Si0.9717 O2,Si0.9717,Si,0.9717,14,3,O2,O,2,16,2,Orthorhombic,,
62,56904,P n a m,C13 H10,C13,C,13,14,2,H10,H,10,1,1,Orthorhombic,,
62,57910,P n m a,Al Ho2,Al,Al,1,13,3,Ho2,Ho,2,3,6,Orthorhombic,,
62,58040,P n m a,Al3 Ni,Al3,Al,3,13,3,Ni,Ni,1,10,4,Orthorhombic,,
62,58115,P n m a,Al Pd2,Al,Al,1,13,3,Pd2,Pd,2,10,5,Orthorhombic,,
62,58130,P n m a,Al Pt2,Al,Al,1,13,3,Pt2,Pt,2,10,6,Orthorhombic,,
62,95101,P n m a,Pr5 Ge4,Pr5,Pr,5,3,6,Ge4,Ge,4,14,4,Orthorhombic,,
62,95171,P n m a,Ca7 Ge6,Ca7,Ca,7,2,4,Ge6,Ge,6,14,4,Orthorhombic,,
62,95244,P n m a,Eu F3,Eu,Eu,1,3,6,F3,F,3,17,2,Orthorhombic,,
62,281213,P n m a,Yb5 Si4,Yb5,Yb,5,3,6,Si4,Si,4,14,3,Orthorhombic,,
62,250043,P n m a,La S1.96,La,La,1,3,6,S1.96,S,1.96,16,3,Orthorhombic,,
62,402700,P n m a,Yb Cu,Yb,Yb,1,3,6,Cu,Cu,1,11,4,Orthorhombic,,
62,413273,P n m a,Ba5 P4,Ba5,Ba,5,2,6,P4,P,4,15,3,Orthorhombic,,
62,96112,P n m a,Yb2 Ge,Yb2,Yb,2,3,6,Ge,Ge,1,14,4,Orthorhombic,,
62,96113,P n m a,Eu2 Ge,Eu2,Eu,2,3,6,Ge,Ge,1,14,4,Orthorhombic,,
62,96148,P n m a,Np Si,Np,Np,1,3,7,Si,Si,1,14,3,Orthorhombic,,
62,58211,P n m a,Al Y2,Al,Al,1,13,3,Y2,Y,2,3,5,Orthorhombic,,
62,58257,P n m a,Ag Eu,Ag,Ag,1,11,5,Eu,Eu,1,3,6,Orthorhombic,,
62,58358,P n m a,Ag Sr,Ag,Ag,1,11,5,Sr,Sr,1,2,5,Orthorhombic,,
62,58377,P n m a,Ag Yb,Ag,Ag,1,11,5,Yb,Yb,1,3,6,Orthorhombic,,
62,58401,P n m a,Au Ca3,Au,Au,1,11,6,Ca3,Ca,3,2,4,Orthorhombic,,
62,58457,P n m a,Au Ga,Au,Au,1,11,6,Ga,Ga,1,13,4,Orthorhombic,,
62,58480,P n m a,Au Ho2,Au,Au,1,11,6,Ho2,Ho,2,3,6,Orthorhombic,,
62,58539,P n m a,Au Mg2,Au,Au,1,11,6,Mg2,Mg,2,2,3,Orthorhombic,,
62,58576,P n m a,Au Pr2,Au,Au,1,11,6,Pr2,Pr,2,3,6,Orthorhombic,,
62,58619,P n m a,Au Yb2,Au,Au,1,11,6,Yb2,Yb,2,3,6,Orthorhombic,,
62,58624,P n m a,Au4 Yb5,Au4,Au,4,11,6,Yb5,Yb,5,3,6,Orthorhombic,,
62,58631,P n m a,Au4 Zr,Au4,Au,4,11,6,Zr,Zr,1,4,5,Orthorhombic,,
62,58666,P n m a,Ba2 Pb,Ba2,Ba,2,2,6,Pb,Pb,1,14,6,Orthorhombic,,
62,58679,P n m a,Ba2 Sn,Ba2,Ba,2,2,6,Sn,Sn,1,14,5,Orthorhombic,,
62,58821,P n m a,Bi3 Ni,Bi3,Bi,3,15,6,Ni,Ni,1,10,4,Orthorhombic,,
62,58853,P n m a,Bi3 Rh,Bi3,Bi,3,15,6,Rh,Rh,1,9,5,Orthorhombic,,
62,58881,P n m a,Ca Cu,Ca,Ca,1,2,4,Cu,Cu,1,11,4,Orthorhombic,,
62,58920,P n m a,Ca2 Pb,Ca2,Ca,2,2,4,Pb,Pb,1,14,6,Orthorhombic,,
62,58935,P n m a,Ca2 Sn,Ca2,Ca,2,2,4,Sn,Sn,1,14,5,Orthorhombic,,
62,102122,P n m a,Ce Cu,Ce,Ce,1,3,6,Cu,Cu,1,11,4,Orthorhombic,,
62,102127,P n m a,Ce Cu6,Ce,Ce,1,3,6,Cu6,Cu,6,11,4,Orthorhombic,,
62,102196,P n m a,Ce5 Ir4,Ce5,Ce,5,3,6,Ir4,Ir,4,9,6,Orthorhombic,,
62,102271,P n m a,Ce5 Rh4,Ce5,Ce,5,3,6,Rh4,Rh,4,9,5,Orthorhombic,,
62,9844,P n m a,Yb F3,Yb,Yb,1,3,6,F3,F,3,17,2,Orthorhombic,,
62,836,P m n b,W O3,W,W,1,6,6,O3,O,3,16,2,Orthorhombic,,
62,4027,P n m a,W F6,W,W,1,6,6,F6,F,6,17,2,Orthorhombic,,
62,6023,P n m a,Y F3,Y,Y,1,3,5,F3,F,3,17,2,Orthorhombic,,
62,16771,P n m a,Zr Si,Zr,Zr,1,4,5,Si,Si,1,14,3,Orthorhombic,,
62,24296,P n m a,V S0.9,V,V,1,5,4,S0.9,S,0.9,16,3,Orthorhombic,,
62,43337,P n m a,Rh2 Si,Rh2,Rh,2,9,5,Si,Si,1,14,3,Orthorhombic,,
62,77848,P n m a,Ti5 P3,Ti5,Ti,5,4,4,P3,P,3,15,3,Orthorhombic,,
62,200956,P n m a,Tb F3,Tb,Tb,1,3,6,F3,F,3,17,2,Orthorhombic,,
62,411234,P n m a,Ti2 Se,Ti2,Ti,2,4,4,Se,Se,1,16,4,Orthorhombic,,
62,57496,P n m a,Al Au2,Al,Al,1,13,3,Au2,Au,2,11,6,Orthorhombic,,
62,102484,P n m a,Co Ho3,Co,Co,1,9,4,Ho3,Ho,3,3,6,Orthorhombic,,
62,102677,P n m a,Co2.9 Sn2,Co2.9,Co,2.9,9,4,Sn2,Sn,2,14,5,Orthorhombic,,
62,103032,P n m a,Cu6 La,Cu6,Cu,6,11,4,La,La,1,3,6,Orthorhombic,,
62,103125,P n m a,Cu6 Th,Cu6,Cu,6,11,4,Th,Th,1,3,7,Orthorhombic,,
62,103146,P n m a,Cu Yb,Cu,Cu,1,11,4,Yb,Yb,1,3,6,Orthorhombic,,
62,103264,P n m a,Er Ni,Er,Er,1,3,6,Ni,Ni,1,10,4,Orthorhombic,,
62,103291,P n m a,Er2 Pt,Er2,Er,2,3,6,Pt,Pt,1,10,6,Orthorhombic,,
62,103332,P n m a,Dy Ni,Dy,Dy,1,3,6,Ni,Ni,1,10,4,Orthorhombic,,
62,103382,P n m a,Dy Zn3,Dy,Dy,1,3,6,Zn3,Zn,3,12,4,Orthorhombic,,
62,103420,P n m a,Eu2 Pb,Eu2,Eu,2,3,6,Pb,Pb,1,14,6,Orthorhombic,,
62,103825,P n m a,Ga13 Na7,Ga13,Ga,13,13,4,Na7,Na,7,1,3,Orthorhombic,,
62,103826,P n m a,Ga39 Na22,Ga39,Ga,39,13,4,Na22,Na,22,1,3,Orthorhombic,,
62,103903,P n m a,Ga Pd2,Ga,Ga,1,13,4,Pd2,Pd,2,10,5,Orthorhombic,,
62,103913,P n m a,Ga Pr2,Ga,Ga,1,13,4,Pr2,Pr,2,3,6,Orthorhombic,,
62,103983,P n m a,Ga Th,Ga,Ga,1,13,4,Th,Th,1,3,7,Orthorhombic,,
62,104009,P n m a,Ga5 Tm3,Ga5,Ga,5,13,4,Tm3,Tm,3,3,6,Orthorhombic,,
62,104095,P n m a,Gd3 Ni,Gd3,Gd,3,3,6,Ni,Ni,1,10,4,Orthorhombic,,
62,104120,P n m a,Gd Pt,Gd,Gd,1,3,6,Pt,Pt,1,10,6,Orthorhombic,,
62,104123,P n m a,Gd2 Pt,Gd2,Gd,2,3,6,Pt,Pt,1,10,6,Orthorhombic,,
62,102464,P n m a,Co Gd3,Co,Co,1,9,4,Gd3,Gd,3,3,6,Orthorhombic,,
62,103089,P n m a,Cu6 Pr,Cu6,Cu,6,11,4,Pr,Pr,1,3,6,Orthorhombic,,
62,103100,P n m a,Cu6 Sm,Cu6,Cu,6,11,4,Sm,Sm,1,3,6,Orthorhombic,,
62,103299,P n m a,Er3 Rh,Er3,Er,3,3,6,Rh,Rh,1,9,5,Orthorhombic,,
62,103904,P n m a,Ga2 Pd5,Ga2,Ga,2,13,4,Pd5,Pd,5,10,5,Orthorhombic,,
62,104201,P n m a,Tl Yb2,Tl,Tl,1,13,6,Yb2,Yb,2,3,6,Orthorhombic,,
62,104315,P n m a,Hg Mg2,Hg,Hg,1,12,6,Mg2,Mg,2,2,3,Orthorhombic,,
62,104461,P n m a,Ho Zn3,Ho,Ho,1,3,6,Zn3,Zn,3,12,4,Orthorhombic,,
62,104548,P n m a,Ir4 Pu5,Ir4,Ir,4,9,6,Pu5,Pu,5,3,7,Orthorhombic,,
62,104723,P n m a,La5 Sn4,La5,La,5,3,6,Sn4,Sn,4,14,5,Orthorhombic,,
62,105168,P n m a,Na14.8 Sn4,Na14.8,Na,14.8,1,3,Sn4,Sn,4,14,5,Orthorhombic,,
62,105358,P n m a,Ni3 Sn2,Ni3,Ni,3,10,4,Sn2,Sn,2,14,5,Orthorhombic,,
62,105359,P n m a,Ni2.7 Sn2,Ni2.7,Ni,2.7,10,4,Sn2,Sn,2,14,5,Orthorhombic,,
62,105396,P n m a,Ni Tb3,Ni,Ni,1,10,4,Tb3,Tb,3,3,6,Orthorhombic,,
62,105403,P n m a,Ni Th,Ni,Ni,1,10,4,Th,Th,1,3,7,Orthorhombic,,
62,105428,P n m a,Ni Tm,Ni,Ni,1,10,4,Tm,Tm,1,3,6,Orthorhombic,,
62,105456,P n m a,Ni Y,Ni,Ni,1,10,4,Y,Y,1,3,5,Orthorhombic,,
62,105624,P n m a,Pb Sr2,Pb,Pb,1,14,6,Sr2,Sr,2,2,5,Orthorhombic,,
62,105643,P n m a,Pb4 Y5,Pb4,Pb,4,14,6,Y5,Y,5,3,5,Orthorhombic,,
62,105645,P n m a,Pb Yb2,Pb,Pb,1,14,6,Yb2,Yb,2,3,6,Orthorhombic,,
62,105658,P n m a,Pd Pu,Pd,Pd,1,10,5,Pu,Pu,1,3,7,Orthorhombic,,
62,105683,P c m n,Pd Sn,Pd,Pd,1,10,5,Sn,Sn,1,14,5,Orthorhombic,,
62,105716,P n m a,Pd Th,Pd,Pd,1,10,5,Th,Th,1,3,7,Orthorhombic,,
62,105779,P n m a,Pt3 Sr7,Pt3,Pt,3,10,6,Sr7,Sr,7,2,5,Orthorhombic,,
62,105785,P n m a,Pt Sc2,Pt,Pt,1,10,6,Sc2,Sc,2,3,4,Orthorhombic,,
62,105806,P n m a,Pt Tb2,Pt,Pt,1,10,6,Tb2,Tb,2,3,6,Orthorhombic,,
62,105847,P n m a,Pt Yb,Pt,Pt,1,10,6,Yb,Yb,1,3,6,Orthorhombic,,
62,105931,P n m a,Rh2 Sn,Rh2,Rh,2,9,5,Sn,Sn,1,14,5,Orthorhombic,,
62,105979,P n m a,Rh Zr,Rh,Rh,1,9,5,Zr,Zr,1,4,5,Orthorhombic,,
62,106075,P n m a,Sn Sr2,Sn,Sn,1,14,5,Sr2,Sr,2,2,5,Orthorhombic,,
62,106115,P n m a,Sr Zn5,Sr,Sr,1,2,5,Zn5,Zn,5,12,4,Orthorhombic,,
62,106227,P n m a,Y Zn3,Y,Y,1,3,5,Zn3,Zn,3,12,4,Orthorhombic,,
62,97353,P n m a,Yb5 Ge4,Yb5,Yb,5,3,6,Ge4,Ge,4,14,4,Orthorhombic,,
62,97392,P n m a,La5 Ge4,La5,La,5,3,6,Ge4,Ge,4,14,4,Orthorhombic,,
62,97513,P n m a,Sn2 S3,Sn2,Sn,2,14,5,S3,S,3,16,3,Orthorhombic,,
62,240201,P n m a,In3 Ir,In3,In,3,13,5,Ir,Ir,1,9,6,Orthorhombic,,
62,99177,P n m a,Na P5,Na,Na,1,1,3,P5,P,5,15,3,Orthorhombic,,
62,99837,P n m a,Er5 Si4,Er5,Er,5,3,6,Si4,Si,4,14,3,Orthorhombic,,
62,99997,P n m a,Gd2 Se3,Gd2,Gd,2,3,6,Se3,Se,3,16,4,Orthorhombic,,
62,105395,P n m a,Ni Tb,Ni,Ni,1,10,4,Tb,Tb,1,3,6,Orthorhombic,,
62,105512,P n m a,Al2.91 Mn1.09,Al2.91,Al,2.91,13,3,Mn1.09,Mn,1.09,7,4,Orthorhombic,,
62,106426,P n m a,Ce3 Ru,Ce3,Ce,3,3,6,Ru,Ru,1,8,5,Orthorhombic,,
62,57342,P n m a,Ag Ba,Ag,Ag,1,11,5,Ba,Ba,1,2,6,Orthorhombic,,
62,106433,P n m a,Ce Si,Ce,Ce,1,3,6,Si,Si,1,14,3,Orthorhombic,,
62,106451,P n m a,Ce5 Sn4,Ce5,Ce,5,3,6,Sn4,Sn,4,14,5,Orthorhombic,,
62,106628,P n m a,Eu2 In,Eu2,Eu,2,3,6,In,In,1,13,5,Orthorhombic,,
62,106792,P n m a,Ho Ni,Ho,Ho,1,3,6,Ni,Ni,1,10,4,Orthorhombic,,
62,413803,P n m a,Ca2 In,Ca2,Ca,2,2,4,In,In,1,13,5,Orthorhombic,,
62,391249,P n m a,Ir13 Al45,Ir13,Ir,13,9,6,Al45,Al,45,13,3,Orthorhombic,,
62,414315,P n m a,P4.76 Se0.25,P4.76,P,4.76,15,3,Se0.25,Se,0.25,16,4,Orthorhombic,,
62,414316,P n m a,P4.68 Se0.3125,P4.68,P,4.68,15,3,Se0.3125,Se,0.3125,16,4,Orthorhombic,,
62,408946,P n m a,Ti10.88 Sb7.74,Ti10.88,Ti,10.88,4,4,Sb7.74,Sb,7.74,15,5,Orthorhombic,,
62,408947,P n m a,Ti10.84 Sb7.73,Ti10.84,Ti,10.84,4,4,Sb7.73,Sb,7.73,15,5,Orthorhombic,,
62,411830,P n m a,Dy13 Zn57,Dy13,Dy,13,3,6,Zn57,Zn,57,12,4,Orthorhombic,,
62,600489,P n m a,Rh Bi3,Rh,Rh,1,9,5,Bi3,Bi,3,15,6,Orthorhombic,,
62,601155,P n m a,Lu5 Ge4,Lu5,Lu,5,3,6,Ge4,Ge,4,14,4,Orthorhombic,,
62,602413,P n m a,Er3 Ga5,Er3,Er,3,3,6,Ga5,Ga,5,13,4,Orthorhombic,,
62,602456,P n m a,Ho5 Si4,Ho5,Ho,5,3,6,Si4,Si,4,14,3,Orthorhombic,,
62,603189,P n m a,La3 Co,La3,La,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,603211,P n m a,La3 Ge,La3,La,3,3,6,Ge,Ge,1,14,4,Orthorhombic,,
62,603212,P n m a,La3 Ni,La3,La,3,3,6,Ni,Ni,1,10,4,Orthorhombic,,
62,603213,P n m a,La3 Ir,La3,La,3,3,6,Ir,Ir,1,9,6,Orthorhombic,,
62,603214,P n m a,La3 Ru,La3,La,3,3,6,Ru,Ru,1,8,5,Orthorhombic,,
62,603556,P n m a,Mn3 C,Mn3,Mn,3,7,4,C,C,1,14,2,Orthorhombic,,
62,603557,P n m a,Cr3 C,Cr3,Cr,3,6,4,C,C,1,14,2,Orthorhombic,,
62,603878,P n m a,Rh2 As,Rh2,Rh,2,9,5,As,As,1,15,4,Orthorhombic,,
62,604141,P n m a,Yb H2,Yb,Yb,1,3,6,H2,H,2,1,1,Orthorhombic,,
62,604449,P n m a,La Cu6,La,La,1,3,6,Cu6,Cu,6,11,4,Orthorhombic,,
62,605875,P n m a,Sr Ag,Sr,Sr,1,2,5,Ag,Ag,1,11,5,Orthorhombic,,
62,607222,P n m a,Dy2 Al,Dy2,Dy,2,3,6,Al,Al,1,13,3,Orthorhombic,,
62,607355,P n m a,Er2 Al,Er2,Er,2,3,6,Al,Al,1,13,3,Orthorhombic,,
62,607837,P n m a,Al Gd2,Al,Al,1,13,3,Gd2,Gd,2,3,6,Orthorhombic,,
62,608754,P n m a,Nd2 Al,Nd2,Nd,2,3,6,Al,Al,1,13,3,Orthorhombic,,
62,608787,P n m a,Ni Al3,Ni,Ni,1,10,4,Al3,Al,3,13,3,Orthorhombic,,
62,609076,P n m a,Pr2 Al,Pr2,Pr,2,3,6,Al,Al,1,13,3,Orthorhombic,,
62,609380,P n m a,Sm2 Al,Sm2,Sm,2,3,6,Al,Al,1,13,3,Orthorhombic,,
62,609457,P n m a,Tb2 Al,Tb2,Tb,2,3,6,Al,Al,1,13,3,Orthorhombic,,
62,610637,P n m a,Hf3 As2,Hf3,Hf,3,4,6,As2,As,2,15,4,Orthorhombic,,
62,610639,P n m a,Hf5 As3,Hf5,Hf,5,4,6,As3,As,3,15,4,Orthorhombic,,
62,611376,P n m a,As4 Se3,As4,As,4,15,4,Se3,Se,3,16,4,Orthorhombic,,
62,611488,P n m a,Th As2,Th,Th,1,3,7,As2,As,2,15,4,Orthorhombic,,
62,611496,P n m a,Ti5 As3,Ti5,Ti,5,4,4,As3,As,3,15,4,Orthorhombic,,
62,611531,P n m a,U As2,U,U,1,3,7,As2,As,2,15,4,Orthorhombic,,
62,611611,P n m a,Zr3 As2,Zr3,Zr,3,4,5,As2,As,2,15,4,Orthorhombic,,
62,611634,P n m a,Au Ba,Au,Au,1,11,6,Ba,Ba,1,2,6,Orthorhombic,,
62,611710,P n m a,Au Ce2,Au,Au,1,11,6,Ce2,Ce,2,3,6,Orthorhombic,,
62,611711,P n m a,Au Ce,Au,Au,1,11,6,Ce,Ce,1,3,6,Orthorhombic,,
62,611788,P n m a,Au Dy2,Au,Au,1,11,6,Dy2,Dy,2,3,6,Orthorhombic,,
62,611816,P n m a,Au Er2,Au,Au,1,11,6,Er2,Er,2,3,6,Orthorhombic,,
62,611844,P n m a,Au Eu,Au,Au,1,11,6,Eu,Eu,1,3,6,Orthorhombic,,
62,611845,P n m a,Eu3 Au,Eu3,Eu,3,3,6,Au,Au,1,11,6,Orthorhombic,,
62,611913,P n m a,Au Gd2,Au,Au,1,11,6,Gd2,Gd,2,3,6,Orthorhombic,,
62,611954,P n m a,Hf Au4,Hf,Hf,1,4,6,Au4,Au,4,11,6,Orthorhombic,,
62,612100,P n m a,Au La2,Au,Au,1,11,6,La2,La,2,3,6,Orthorhombic,,
62,612101,P n m a,Au La,Au,Au,1,11,6,La,La,1,3,6,Orthorhombic,,
62,612129,P n m a,Au Lu2,Au,Au,1,11,6,Lu2,Lu,2,3,6,Orthorhombic,,
62,612216,P n m a,Au Nd2,Au,Au,1,11,6,Nd2,Nd,2,3,6,Orthorhombic,,
62,612217,P n m a,Au Nd,Au,Au,1,11,6,Nd,Nd,1,3,6,Orthorhombic,,
62,612264,P n m a,Au Pr,Au,Au,1,11,6,Pr,Pr,1,3,6,Orthorhombic,,
62,612334,P n m a,Au Sm2,Au,Au,1,11,6,Sm2,Sm,2,3,6,Orthorhombic,,
62,612335,P n m a,Au Sm,Au,Au,1,11,6,Sm,Sm,1,3,6,Orthorhombic,,
62,612381,P n m a,Au Tb2,Au,Au,1,11,6,Tb2,Tb,2,3,6,Orthorhombic,,
62,612434,P n m a,Au Tm2,Au,Au,1,11,6,Tm2,Tm,2,3,6,Orthorhombic,,
62,612473,P n m a,Au Yb,Au,Au,1,11,6,Yb,Yb,1,3,6,Orthorhombic,,
62,612474,P n m a,Yb5 Au4,Yb5,Yb,5,3,6,Au4,Au,4,11,6,Orthorhombic,,
62,612880,P n m a,Co3 B0.75,Co3,Co,3,9,4,B0.75,B,0.75,13,2,Orthorhombic,,
62,613903,P n m a,Fe3 B,Fe3,Fe,3,8,4,B,B,1,13,2,Orthorhombic,,
62,616631,P n m a,Dy5 Bi3,Dy5,Dy,5,3,6,Bi3,Bi,3,15,6,Orthorhombic,,
62,616643,P n m a,Er5 Bi3,Er5,Er,5,3,6,Bi3,Bi,3,15,6,Orthorhombic,,
62,616646,P n m a,Eu5 Bi3,Eu5,Eu,5,3,6,Bi3,Bi,3,15,6,Orthorhombic,,
62,616667,P n m a,Gd5 Bi3,Gd5,Gd,5,3,6,Bi3,Bi,3,15,6,Orthorhombic,,
62,616688,P n m a,Ho5 Bi3,Ho5,Ho,5,3,6,Bi3,Bi,3,15,6,Orthorhombic,,
62,617155,P n m a,Sr5 Bi3,Sr5,Sr,5,2,5,Bi3,Bi,3,15,6,Orthorhombic,,
62,617165,P n m a,Tb5 Bi3,Tb5,Tb,5,3,6,Bi3,Bi,3,15,6,Orthorhombic,,
62,617233,P n m a,Tm5 Bi3,Tm5,Tm,5,3,6,Bi3,Bi,3,15,6,Orthorhombic,,
62,617247,P c m n,Y5 Bi3,Y5,Y,5,3,5,Bi3,Bi,3,15,6,Orthorhombic,,
62,619362,P n m a,Ca2 Hg,Ca2,Ca,2,2,4,Hg,Hg,1,12,6,Orthorhombic,,
62,619363,P n m a,Ca3 Hg,Ca3,Ca,3,2,4,Hg,Hg,1,12,6,Orthorhombic,,
62,619504,P n m a,Ca3 Pd,Ca3,Ca,3,2,4,Pd,Pd,1,10,5,Orthorhombic,,
62,621180,P n m a,Ce Ge,Ce,Ce,1,3,6,Ge,Ge,1,14,4,Orthorhombic,,
62,621181,P n m a,Ce5 Ge4,Ce5,Ce,5,3,6,Ge4,Ge,4,14,4,Orthorhombic,,
62,621416,P n m a,Ce3 Ir,Ce3,Ce,3,3,6,Ir,Ir,1,9,6,Orthorhombic,,
62,621726,P n m a,Ce3 Os,Ce3,Ce,3,3,6,Os,Os,1,8,6,Orthorhombic,,
62,621774,P n m a,Ce5 Pb4,Ce5,Ce,5,3,6,Pb4,Pb,4,14,6,Orthorhombic,,
62,622345,P n m a,Ce Zn3,Ce,Ce,1,3,6,Zn3,Zn,3,12,4,Orthorhombic,,
62,622418,P n m a,Cm2 S3,Cm2,Cm,2,3,7,S3,S,3,16,3,Orthorhombic,,
62,622431,P n m a,Cm2 Te3,Cm2,Cm,2,3,7,Te3,Te,3,16,5,Orthorhombic,,
62,622619,P n m a,Dy3 Co,Dy3,Dy,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,622736,P n m a,Er3 Co,Er3,Er,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,623296,P n m a,Gd3 Co,Gd3,Gd,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,623417,P n m a,Co2 Ge,Co2,Co,2,9,4,Ge,Ge,1,14,4,Orthorhombic,,
62,623834,P n m a,Ho3 Co,Ho3,Ho,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,624053,P n m a,Lu3 Co,Lu3,Lu,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,624361,P n m a,Nd3 Co,Nd3,Nd,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,624706,P n m a,Pr3 Co,Pr3,Pr,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,625171,P n m a,Sm3 Co,Sm3,Sm,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,625259,P n m a,Co3 Sn2,Co3,Co,3,9,4,Sn2,Sn,2,14,5,Orthorhombic,,
62,625374,P n m a,Tb3 Co,Tb3,Tb,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,625576,P n m a,Y3 Co,Y3,Y,3,3,5,Co,Co,1,9,4,Orthorhombic,,
62,625654,P n m a,Yb3 Co,Yb3,Yb,3,3,6,Co,Co,1,9,4,Orthorhombic,,
62,627099,P n m a,Cs2 Se,Cs2,Cs,2,1,6,Se,Se,1,16,4,Orthorhombic,,
62,627270,P n m a,Cu Eu,Cu,Cu,1,11,4,Eu,Eu,1,3,6,Orthorhombic,,
62,627273,P n m a,Eu2 Cu,Eu2,Eu,2,3,6,Cu,Cu,1,11,4,Orthorhombic,,
62,627591,P n m a,Gd Cu6,Gd,Gd,1,3,6,Cu6,Cu,6,11,4,Orthorhombic,,
62,628213,P n m a,Cu La,Cu,Cu,1,11,4,La,La,1,3,6,Orthorhombic,,
62,628500,P n m a,Nd Cu6,Nd,Nd,1,3,6,Cu6,Cu,6,11,4,Orthorhombic,,
