A,B,x,y,Chiral
2,9,1,2,0
3,8,1.787,17.426,0
2,2,1,2,0
2,2,1,2,0
3,2,1,2,0
10,14,1.523,1,0
6,8,1,2,0
3,7,1,2,0
6,8,1,2,0
3,14,1,6,0
3,7,1,2,0
7,4,2,1,0
3,12,2,17,0
3,1,1,0.1,0
3,7,1,2,0
3,13,1,3,0
3,7,1,2,0
8,3,17,2,0
3,9,2,17,0
9,3,17,2,0
9,3,17,2,0
9,3,17,2,0
9,3,17,2,0
9,3,17,2,0
5,8,1,2,0
3,13,3,1,0
3,7,1,2,0
7,14,3,1,0
7,13,3,1,0
4,13,1,2,0
3,1,1,3,0
4,6,1,2,0
3,7,1,2,0
3,1,1,2,0
10,3,17,2,0
8,3,17,2,0
3,8,2,17,0
4,10,1,3,0
3,13,1,3,0
13,3,17,2,0
13,8,192.4,46.22,0
3,13,1,3,0
13,3,17,2,0
4,13,1,2,0
3,13,1,3,0
3,13,3,1,0
3,13,1,3,0
3,13,3,1,0
3,13,1,3,0
8,13,1,3,0
3,13,1,3,0
13,3,17,2,0
4,13,1,3,0
3,1,1,3,0
3,8,1,2,0
11,15,1,1,0
2,11,3,1,0
6,13,1,4,0
10,13,2,1,0
7,13,1,2,0
6,13,2,5,0
6,13,1,2,0
8,2,1,2,0
2,4,17,2,0
6,2,1,2,0
8,2,1,2,0
2,4,17,2,0
6,2,1,2,0
13,15,2,1,0
15,1,1,3,0
1,15,3,1,0
13,15,0.75,0.25,0
3,1,1,3,0
6,14,3,2,0
7,14,1,1,0
4,14,1,0.01,0
2,12,1,3,0
2,10,1,2,0
3,12,13,58,0
3,12,13,58,0
2,12,3,1,0
3,12,13,58,0
2,12,13,58,0
3,12,1,5,0
3,12,1,3,0
12,3,2,1,0
3,9,2,7,0
3,8,2,17,0
3,12,1,3,0
3,9,1,3,0
3,8,1,2,0
3,12,2,17,0
3,12,13,58,0
9,6,3,1,0
9,3,17,2,0
3,9,2,7,0
9,14,2,1,0
3,9,2,7,0
9,3,17,2,0
9,2,2,1,0
2,9,1,2,0
9,6,1,1,0
9,5,2.25,0.75,0
9,5,2,1,0
3,9,2,7,0
3,9,2,7,0
9,3,17,2,0
9,14,3,1,0
3,9,2,7,0
9,3,17,2,0
3,9,5,19,0
5,9,1,2,0
9,5,2,1,0
9,5,3,1,0
9,5,1.8,1.2,0
3,9,2,7,0
4,9,1,2,0
5,9,1,3,0
9,3,3,1,0
9,3,17,2,0
4,9,3,1,0
6,4,2,1,0
4,6,1,2,0
6,9,1,1,0
6,5,2,1,0
5,6,1,2,0
6,9,1,1,0
4,6,1,2,0
1,1,1,2,0
11,14,3,1,0
11,13,2,1,0
11,14,1,1,0
11,14,3,0.87,0
2,11,1,1,0
11,3,2,1,0
3,13,1,3,0
3,1,1,0.2,0
3,12,1,3,0
3,3,1,1,0
3,7,1,2,0
3,10,2,7,0
3,10,2,17,0
3,8,1,2,0
3,7,1,2,0
3,8,1,2,0
3,7,1,2,0
3,12,13,58,0
3,8,1,2,0
3,3,1,1,0
3,1,1,0.3,0
3,12,1,3,0
3,3,1,1,0
3,10,2,7,0
3,8,1,2,0
3,7,1,2,0
3,8,1,2,0
3,7,1,2,0
3,12,13,58,0
3,12,2,17,0
3,4,1,1,0
3,8,1,2,0
3,12,1,3,0
3,2,2,17,0
3,10,1,2,0
3,10,2,7,0
3,7,1,2,0
3,13,1,3,0
8,13,3,1,0
8,14,3,2,0
8,14,1.95,1,0
8,4,2,1,0
4,8,1,2,0
8,3,2,1,0
8,3,2,1,0
8,6,2,1,0
8,5,2,1,0
8,8,1,1,0
8,15,1.22,1,0
3,8,1,2,0
8,3,2,1,0
8,5,2,1,0
8,3,17,2,0
8,3,2,1,0
3,8,2,7,0
8,3,2,1,0
8,6,2,1,0
8,3,3,1,0
8,3,17,2,0
8,3,2,1,0
8,4,2,1,0
2,13,1,2,0
13,10,1,2,0
5,13,6,5,0
3,13,1,3,0
4,13,3,1,0
5,13,6,5,0
3,13,1,2,0
3,12,1,3,0
3,3,1,1,0
3,7,1,2,0
3,10,2,7,0
3,3,1,1,0
3,7,1,2,0
3,9,1,3,0
3,8,1,2,0
3,7,1,2,0
3,12,2,17,0
14,10,1,2,0
10,14,2,1,0
3,1,1,0.2,0
3,1,1,0.2,0
3,1,1,0.2,0
15,1,1,3,0
3,1,1,3,0
3,1,1,3,0
7,1,1,0.25,0
3,1,1,0.43,0
3,1,1,0.2,0
3,1,1,0.3,0
4,6,1,2,0
4,15,1,0.33,0
4,16,1,0.25,0
4,8,1,2,0
10,4,3,1,0
10,4,3,1,0
4,7,1,2,0
4,7,1,2,0
4,12,1,2,0
12,3,3,1,0
12,3,3,1,0
3,12,13,58,0
12,1,3,1,0
12,3,3,1,0
2,12,3,1,0
12,2,3,1,0
2,12,13,58,0
12,3,3,1,0
12,3,3,1,0
12,3,3,1,0
12,3,3,1,0
3,2,1,2,0
3,10,2,17,0
3,8,1,2,0
3,7,1,2,0
3,8,1,2,0
3,7,1,2,0
3,12,2,17,0
3,12,13,58,0
3,12,1,5,0
13,3,1,2,0
2,13,3,1,0
13,3,1,2,0
13,10,1,2,0
13,10,1,3,0
13,3,1,2,0
13,10,2,1.34,0
13,8,1,3,0
13,3,1,2,0
2,13,1,3,0
13,3,1,2,0
4,13,3,1,0
13,3,1,2,0
13,3,1,2,0
13,3,2,1,0
9,3,7,2,0
9,6,1,1,0
1,1,1,2,0
3,8,1,2,0
3,9,1,3,0
3,9,2,7,0
3,2,1,2,0
3,10,2,17,0
3,8,1,2,0
3,7,1,2,0
3,8,1,2,0
3,7,1,2,0
3,12,2,17,0
3,12,13,58,0
3,12,1,5,0
2,10,3,1,0
2,14,1.948,0.052,0
2,2,2,1,0
2,3,2,1,0
2,12,1.944,0.056,0
7,5,2,1,0
7,3,2,1,0
7,3,2,1,0
7,3,2,1,0
7,3,2,1,0
7,14,1.71,0.98,0
7,5,2,1,0
7,3,2,1,0
7,3,2,1,0
7,3,2,1,0
7,3,2,1,0
7,3,17,2,0
7,4,3,1,0
6,10,1,1,0
6,10,1.16,0.84,0
6,10,1,1,0
6,9,0.836,1.164,0
6,8,0.06,1.94,0
6,7,0.3,1.7,0
4,15,1,0.17,0
4,15,1,0.176,0
1,16,1,1,0
9,5,3,1,0
9,5,2.8,1.2,0
5,8,0.34,1.66,0
3,10,2,7,0
3,7,1,2,0
3,9,1,3,0
3,8,1,2,0
3,12,13,58,0
3,10,2,7,0
10,8,0.32,1.68,0
3,10,2,7,0
3,10,2,17,0
3,10,2,7,0
3,10,2,7,0
3,10,2,17,0
10,16,0.79,1,0
3,10,2,7,0
3,10,2,17,0
3,10,2,17,0
3,10,2,7,0
3,10,2,17,0
3,10,1,3,0
3,10,1,3,0
3,7,1,2,0
4,16,1,0.176,0
4,16,1,0.428,0
4,16,1,0.334,0
4,16,1,0.026,0
3,8,1,2,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,4,2,1,0
3,10,1,3,0
14,15,0.8,0.2,0
10,5,3,1,0
3,10,1,3,0
10,4,3,1,0
3,10,1,3,0
3,7,1,2,0
3,12,2,17,0
3,12,13,58,0
10,4,3,1,0
3,10,1,3,0
10,4,3,1,0
3,7,1,2,0
3,12,2,17,0
7,8,1.28,0.72,0
7,3,2,1,0
7,3,2,1,0
7,7,1,1,0
7,3,2,1,0
7,3,2,1,0
7,3,2,1,0
7,6,2,1,0
7,3,2,1,0
7,4,2,1,0
9,8,0.106,1.894,0
9,3,3,1,0
9,7,1,1,0
9,3,3,1,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,3,2,1,0
8,4,2,1,0
4,16,0.67,1,0
4,16,1,0.25,0
3,7,1,2,0
4,16,1,1,0
4,16,1.33,0.67,0
5,16,1,1,0
4,16,2,1,0
3,12,2,17,0
3,12,13,58,0
4,14,3,1,0
4,14,6,5,0
5,12,1,2,0
3,7,1,2,0
3,12,13,58,0
3,4,1.2,0.8,0
7,3,2,1,0
7,3,2,1,0
7,3,2,1,0
7,4,2,1,0
4,16,0.75,1,0
6,16,1,2,0
3,12,2,17,0
4,4,1,1,0
4,4,1.83,0.17,0
3,12,2,17,0
3,12,13,58,0
3,12,1,5,0
5,4,2,1,0
3,12,2,17,0
3,12,1,5,0
3,12,2,17,0
3,12,13,58,0
3,8,2,17,0
3,8,2,17,0
8,3,17.1,1.9,0
8,3,17,2,0
13,3,1,3,0
13,3,17,2,0
4,1,2,1,0
8,3,2,1,0
18,18,2,1,0
9,4,2.1,0.9,0
13,3,1,2,0
13,2,0.125,0.875,0
13,2,0.03,0.97,0
13,10,0.7,1.3,0
13,10,0.4,0.6,0
13,3,1,2,0
13,2,2,1,0
13,13,0.1,0.9,0
2,14,1,3,0
2,13,4,5,0
2,16,1,1,0
6,13,1.094,4.714,0
6,13,1.144,5.103,0
11,15,0.895,0.105,0
11,14,0.8,0.2,0
11,14,0.75,0.25,0
12,11,1.91,0.09,0
13,3,3,1,0
13,4,0.4,0.6,0
13,4,0.05,0.95,0
6,15,1,1,0
11,13,0.87,0.13,0
11,14,0.8,0.2,0
11,12,0.71,0.29,0
12,11,0.965,0.035,0
15,10,1.5,2.5,0
12,12,0.75,0.25,0
12,2,0.18,0.82,0
12,14,0.3,0.7,0
3,3,0.6,0.4,0
9,8,1,1,0
6,9,0.4,0.6,0
11,14,0.875,0.125,0
2,3,0.965,0.035,0
8,16,0.875,1,0
13,10,0.665,1.235,0
13,5,5,6,0
3,3,3,1,0
3,3,0.4,0.6,0
3,3,1,1,0
14,7,0.45,1.55,0
7,1,1,1,0
6,1,1,1,0
3,4,1,1,0
2,14,0.952,0.048,0
2,13,0.955,0.045,0
4,15,0.83,0.17,0
5,8,0.2,0.8,0
10,14,1,1,0
8,5,0.8,0.2,0
8,10,0.973,0.027,0
3,3,0.85,0.15,0
3,3,0.25,0.75,0
3,3,0.6,0.4,0
3,13,2,1,0
3,3,1,1,0
3,3,0.7,0.3,0
15,13,0.012,0.988,0
4,14,0.9,0.1,0
3,4,0.2,0.8,0
2,7,0.975,0.025,0
12,3,8.55,0.975,0
11,12,0.667,0.333,0
11,14,0.853,0.147,0
3,7,1,2,0
5,7,1,2,0
4,7,1,2,0
4,7,1,2,0
14,1,64,1,0
12,3,0.75,0.25,0
15,10,1,1,0
1,11,1,2,0
8,12,0.64,10.48,0
4,14,6,4.8,0
3,2,1,2,0
3,8,1,2,0
3,8,1,2,0
3,8,1,2,0
3,7,1,2,0
3,8,1,2,0
3,8,1,2,0
3,8,1,2,0
3,2,1.14,11.72,0
13,3,3,1,0
8,14,1,1,0
2,16,1,1,0
7,14,1.72,0.93,0
4,13,1.335,2.665,0
10,13,3,1,0
2,6,6.8,5.2,0
8,16,0.88,1,0
11,13,1.5,0.5,0
3,8,1.85,17.3,0
5,16,0.96,1,0
5,16,0.98,1,0
3,1,1,2.9,0
3,1,1,2.87,0
4,8,1,2,0
6,14,6,3.564,0
6,14,6,3.926,0
2,1,1,2,0
6,16,0.8,1.2,0
13,6,4.117,1,0
7,9,0.75,0.25,0
7,8,1,1,0
7,10,0.75,0.25,0
7,15,1.1,1,0
7,15,1.2,1,0
8,10,0.9,0.1,0
11,14,3,1,0
7,15,1.3,1,0
7,15,1.4,1,0
7,15,1.5,1,0
7,15,1.6,1,0
7,15,1.7,1,0
7,15,1.8,1,0
7,15,1.9,1,0
7,15,2,1,0
2,1,1,2,0
8,16,0.879,1,0
8,16,0.893,1,0
8,16,0.921,1,0
8,16,0.941,1,0
8,16,0.956,1,0
8,16,0.982,1,0
8,16,0.99,1,0
3,14,1,6,0
6,9,1,1,0
7,15,2,1,0
7,14,2,1,0
4,8,0.801,0.197,0
4,14,2,1,0
4,13,2,1,0
3,10,5,19,0
3,10,5,19,0
2,1,1,0.47,0
11,14,1.7,0.3,0
8,10,0.916,0.084,0
6,15,2,3,0
3,8,1.81,17.38,0
4,4,0.93,0.07,0
4,4,0.94,0.06,0
8,14,3.34,2,0
1,14,1,2,0
10,13,1.91,1,0
3,8,1.9,17.25,0
3,8,1.88,17.21,0
3,8,1.77,17.27,0
3,8,1.74,17.51,0
5,9,0.735,2.265,0
3,12,12.82,58.35,0
3,10,2,6,0
2,12,1,2,0
3,13,1,3,0
3,8,2,17.3,0
3,14,1,10,0
1,1,2,1,0
2,12,1,3,0
13,3,2,1,0
3,8,1.85,17.46,0
8,3,17.3,1.83,0
1,16,2,1,0
2,10,1,1,0
3,2,1,2,0
3,12,1,2,0
7,14,1.64,0.94,0
1,10,2,1,0
2,13,0.88,2.19,0
3,2,0.84,2.16,0
3,2,0.83,2.17,0
1,16,2,1,0
2,14,1,3,0
1,13,1,1,0
1,13,1,1,0
1,13,1,1,0
1,13,1,1,0
2,17,1,2,0
3,12,18.11,102.62,0
8,13,2,3,0
13,14,0.2,0.8,0
1,13,1,1,0
8,12,13,126,0
8,16,0.96,1,0
3,10,1.96,7,0
7,15,1,1,0
11,1,1,0.74,0
11,1,1,1,0
6,13,0.86,3,0
9,13,1,1,0
3,8,2,17.5,0
3,14,1,3,0
6,15,1.7,2,0
6,15,1.8,2,0
3,11,0.934,2,0
3,9,2,17,0
1,16,2,2,0
3,8,2,17,0
13,2,7.17,4,0
3,1,1,3,0
13,16,2,3,0
4,15,1,2,0
5,15,1,2,0
6,15,1,2,0
7,15,1,2,0
8,15,1,2,0
9,15,1,2,0
10,15,1,2,0
3,11,1,2,0
3,12,1,2,0
4,8,1,2,0
4,8,1,2,0
3,17,1,3,0
2,14,2,1,0
8,14,2,1,0
2,15,3,2,0
10,15,1,1,0
13,15,1,1,0
2,14,2,1,0
4,10,1,3,0
6,13,2,5,0
14,1,1,4,0
1,16,2,1,0
8,14,1,1,0
8,14,1,2,0
2,16,1,1,0
7,13,1,1,0
14,4,1,3,0
10,16,1,2,0
5,15,1,1,0
11,13,1,1,0
11,13,1,2,0
3,7,1,2,0
4,7,1,2,0
7,15,1,1,0
2,16,1,1,0
9,14,1,4,0
4,16,1,2,0
2,14,2,1,0
2,14,2,1,0
7,15,2,1,0
7,15,1,1,0
7,13,1,4,0
5,13,1,4,0
7,13,1,4,0
8,13,1,4,0
9,15,1,1,0
14,16,1,1,0
7,14,1,2,0
3,15,1,1,0
4,15,1,1,0
8,15,1,1,0
9,15,1,1,0
10,15,1,1,0
11,15,1,1,0
12,15,1,1,0
10,13,2,1,0
5,14,2,1,0
6,14,2,1,0
3,1,1,1,0
3,1,1,2,0
3,1,1,3,0
9,4,3,1,0
9,13,3,1,0
10,5,2,1,0
3,14,1,1,0
5,14,1,1,0
4,13,2,1,0
4,1,1,1,0
5,1,1,1,0
6,1,1,1,0
7,14,1,1,0
3,1,1,3,0
7,15,1,1,0
2,12,1,2,0
6,1,1,1,0
1,1,7,6,0
2,16,1,1,0
9,13,2,5,0
8,14,2,1,0
2,14,2,1,0
3,1,1,3,0
6,14,1,1,0
6,15,1,1,0
4,14,2,1,0
4,14,3,1,0
2,18,2,1,0
12,16,1,1,0
1,16,1,1,0
2,2,2,1,0
4,16,1,2,0
12,15,1,1,0
9,13,1,3,0
8,13,1,4,0
9,14,2,3,0
14,10,1,3,0
10,13,1,1,0
10,13,1,1,0
10,13,1,1,0
10,14,1,1,0
10,14,1,1,0
10,14,1,1,0
10,15,1,1,0
10,13,2,1,0
10,13,2,1,0
10,14,2,1,0
10,15,2,1,0
10,15,2,1,0
5,10,1,2,0
5,14,1,2,0
9,5,3,1,0
3,15,1,1,0
2,3,47,1,0
10,1,1.5,2,0
2,14,3,60,0
12,1,11,2,0
13,7,57,12,0
8,3,6,29,0
2,12,2,11,0
9,3,13,57,0
3,9,57,13,0
3,10,57,13,0
3,8,29,6,0
9,3,13,57,0
1,12,2,11,0
13,9,351.6,141.6,0
13,9,410.4,152.6,0
1,13,49,108,0
1,17,1,7,0
2,14,1,2,0
6,17,6,14,0
3,12,6,37,0
2,14,2.08,60,0
1,14,9.28,60,0
11,2,7.96,25.04,0
15,16,2,3,0
14,16,1,2,0
3,12,4,25,0
3,12,1,6,0
3,12,1,6,0
9,15,1,3,0
9,15,1,3,0
9,15,1,3,0
9,15,1,3,0
9,15,1,3,0
9,15,1,3,0
10,15,1,3,0
11,17,1,1,0
15,16,2,4,0
9,15,1,3,0
9,15,1,3,0
9,15,1,3,0
1,14,6,60,0
1,14,6,60,0
1,14,6,60,0
2,14,6,60,0
2,14,6,60,0
7,16,1,3,0
3,14,6,60,0
3,14,6,60,0
13,6,12,1,0
13,7,12,1,0
13,7,12,1,0
13,6,12,1,0
2,8,17,3,0
12,3,6,1,0
9,3,13.6,56.8,0
3,12,3,18,0
8,15,1,3.143,0
7,13,1,12,0
6,13,1,12,0
7,13,1,12,0
8,2,3,17,0
2,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
2,12,1,6,0
3,12,1,6,0
3,12,1,6,0
3,12,1,6,0
10,15,1,3,0
3,12,3,17,0
3,12,3,17,0
1,14,1,10,0
3,12,25.05,146.83,0
10,15,1,3,0
3,12,3,18.2,0
3,12,3,19,0
1,12,2,27,0
9,15,1,3,0
9,15,1,3,0
10,15,3,1,0
9,16,1,2,0
9,16,0.98,2,0
9,16,0.95,2,0
9,16,0.931,2,0
9,16,0.9,2,0
9,16,0.862,2,0
9,16,0.82,2,0
10,15,1,2,0
9,16,3,8,0
14,16,1,2,0
11,16,1,2,0
8,16,1,2,0
7,16,1,2,0
10,17,1,4,0
14,17,1,4,0
10,15,1,2,0
15,16,2,1,0
14,17,1,4,0
7,16,1,2,0
7,16,1,2,0
10,15,1,2,0
8,16,1,2,0
8,16,1,2,0
8,16,1,2,0
8,16,1,2,0
14,15,1,2,0
14,15,1,2,0
1,16,1,2,0
1,16,2,1,0
8,16,1,2,0
8,16,1,2,0
10,15,1,2,0
2,16,1,2,0
14,17,1,4,0
2,16,1,2,0
12,16,1,2,0
4,17,1,4,0
12,16,1,2,0
10,17,1,2,0
10,16,1,2,0
10,16,1,2,0
11,15,1,2,0
1,17,1,1,0
8,16,1,2,0
13,17,7,9,0
11,17,1,1,0
11,17,1,1,0
9,16,1,1.97,0
10,16,1,1.97,0
9,16,1,2,0
10,16,1,1.968,0
11,16,1,2,0
9,16,0.98,2,0
9,16,0.9,2,0
9,16,0.78,2,0
9,16,1,2,0
10,15,1,2,0
10,15,1,2,0
10,15,1,2,0
10,15,1,2,0
9,16,1,2,0
3,14,2.819,60,0
8,16,1,1.92,0
8,16,1,1.74,0
3,14,1,2,0
14,16,1,2,0
2,17,1,2,0
2,12,13,76,0
9,16,1,2,0
14,16,1,2,0
14,17,1,4,0
3,14,1,2,0
12,16,1,2,0
12,16,1,2,0
9,16,1,2,0
11,16,1,2,0
8,16,1,2,0
8,16,1,2,0
2,16,1,2,0
10,16,1,2,0
3,16,1,2,0
1,14,1,60,0
3,14,1,82,0
4,17,1,4,0
8,16,1,1.96,0
8,16,1.011,2,0
8,16,0.987,2,0
14,16,1,2,0
3,16,1,2,0
1,14,8.77,84,0
1,14,8.49,84,0
13,16,5,4,0
14,17,1,4,0
13,17,12,12,0
9,16,1,2,0
8,16,1,2,0
9,16,1,2,0
10,16,1,2,0
13,15,1,1,0
13,15,1,1,0
13,15,1,1,0
9,16,1,2,0
4,15,1,2,0
5,15,1,2,0
6,15,1,2,0
7,15,1,2,0
8,15,1,2,0
9,15,1,2,0
10,15,1,2,0
11,15,1,2,0
15,16,2,3,0
2,1,1,2,0
4,16,1,2,0
6,16,1,2,0
14,14,1,2,0
4,16,1,2,0
10,15,1,2,0
13,16,2,3,0
3,16,2,3,0
7,16,2,3,0
2,15,3,2,0
3,16,2,3,0
3,15,2,3,0
15,16,4,9,0
3,16,2,3,0
2,15,3,2,0
13,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
2,15,3,2,0
3,16,2,3,0
3,15,2,3.48,0
3,15,2,3.1,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
12,15,3,2,0
2,15,3,2,0
3,15,4,7,0
3,16,1,1.695,0
3,16,1,1.675,0
2,15,3,2,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
12,15,3,2,0
2,15,3,2,0
2,8,3,2,0
3,16,2,3,0
12,15,3,2,0
3,16,2,3,0
3,16,2,3,0
3,15,2,3,0
3,16,2,3,0
3,15,2,3,0
3,16,2,3,0
3,15,2,3,0
3,15,2,3,0
3,15,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3,0
3,16,2,3.33,0
12,15,3,2,0
15,12,2,3,0
3,15,2,3.01,0
8,16,2,3,0
3,16,2,3,0
6,3,0.2788,1.7212,0
3,16,1,1.68,0
3,16,1.81,3,0
12,15,3,2,0
5,16,2,3,0
15,3,3,2,0
14,16,1,2,0
15,16,2,3,0
2,15,3,2,0
2,15,3,2,0
5,16,1,1,0
3,17,1,3,0
14,13,1,6,0
1,17,1,1,0
1,17,1,1,0
9,16,17,15,0
3,13,1,6,0
5,17,1,3,0
11,15,3,1,0
3,16,1,3,0
2,13,1,6,0
1,17,1,1,0
3,14,3,1,0
1,15,1,3,0
13,17,1,1,0
10,16,17,15,0
6,15,3,4,0
1,15,1,3,0
3,16,4,3,0
3,13,1,5.784,0
3,13,1,5.832,0
3,13,1,5.892,0
6,17,1,3,0
5,17,1,3,0
3,16,1,1,0
1,17,1,1,0
1,17,1,1,0
13,15,1,1,0
1,17,1,1,0
1,17,1,1,0
13,17,1,1,0
1,17,1,1,0
1,17,1,1,0
1,17,1,1,0
1,17,1,1,0
1,17,1,1,0
3,15,1,1,0
5,16,1,1.7,0
5,16,1,0.036,0
5,16,1,1.306,0
5,16,1,1.64,0
8,16,0.902,1,0
8,15,4,1,0
2,13,1,6,0
10,8,3,1,0
11,11,1,3,0
3,13,1,5.58,0
3,13,1,5.82,0
3,13,1,6,0
3,13,1,5.76,0
3,13,1,5.82,0
3,13,1,5.49,0
3,13,1,5.826,0
3,13,1,5.88,0
3,13,1,5.862,0
8,14,1,1,0
2,13,1,5.868,0
3,13,1,6,0
8,4,1,1,0
8,4,0.988,1,0
3,16,0.88,1,0
3,13,1,6,0
3,13,0.99,6,0
3,13,0.99,6,0
8,10,1,3,0
14,10,1,3,0
5,14,4,3,0
5,14,4,3.04,0
4,14,1,2,0
8,14,1,1,0
1,17,1,1,0
11,17,1,1,0
3,13,1,6,0
3,15,1,1,0
3,15,1,1,0
3,15,1,1,0
7,15,4,1,0
6,15,3,2,0
9,14,1,1,0
1,13,1,6,0
13,15,1,1,0
13,16,1,1,0
2,13,1,6,0
3,13,1,6,0
3,13,1,6,0
10,15,4,1,0
10,14,3,1,0
3,14,1.07,2.14,0
3,13,0.78,6,0
1,1,1,1,0
10,13,3,1,0
8,9,1,3,0
11,11,3,1,0
9,8,1,1,0
11,12,1,1,0
2,16,1,1,0
13,16,1,1,0
14,15,1,1,0
3,15,1,1,0
3,16,1,1,0
13,16,1,1,0
3,14,1,3,0
3,16,1,1,0
14,16,1,1,0
2,16,1,1,0
2,16,1,1,0
2,16,1,1,0
3,15,1,1,0
3,17,1,3,0
8,14,11,5,0
14,16,1,1,0
14,16,1,1,0
14,16,1,1,0
3,16,1,1,0
3,16,1,1,0
8,14,3,1,0
10,14,3,1,0
13,17,1,1,0
13,15,1,1,0
3,14,1,3,0
13,11,1,1,0
13,3,1,1,0
13,3,1,3,0
13,9,1,1,0
13,3,3,1,0
13,9,1,1,0
13,3,1,3,0
13,1,3,1,0
13,3,3,1,0
13,10,1,1,0
13,10,1,3,0
13,3,3,1,0
13,8,1,1,0
13,10,1,1,0
13,3,1,1,0
13,3,1,3,0
13,3,3,1,0
13,10,1,1,0
13,10,1,3,0
13,3,3,1,0
13,7,1,1,0
13,9,1,1,0
13,8,1,1,0
3,13,0.983,6,0
3,13,0.987,6,0
1,15,3,1,0
7,15,3,1,0
4,8,1,1,0
13,3,1,1,0
13,3,3,1,0
13,3,1,1,0
13,3,1,3,0
13,3,1,3,0
13,3,3,1,0
13,3,3,1,0
13,3,1,1,0
13,3,1,3,0
13,3,3,1,0
13,3,3,1,0
13,4,1,3,0
11,3,1,1,0
3,10,1,3,0
3,9,1,3,0
11,3,1,1,0
11,3,1,1,0
11,13,3,1,0
11,3,1,1,0
11,1,1,1,0
11,2,1,1,0
11,2,3,1,0
11,3,1,1,0
11,3,1,1,0
11,10,1,3,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,3,1,0
11,3,1,1,0
11,3,1,1,0
11,12,1,1,0
11,12,1,1,0
11,1,1,1,0
11,1,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,1,3,1,0
11,3,1,1,0
11,2,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,4,1,1,0
11,4,1,3,0
11,3,1,1,0
11,5,1,3,0
11,3,1,1,0
11,3,1,1,0
11,12,1,1,0
2,12,1,1,0
2,12,1,1,0
2,12,1,11,0
2,12,1,1,0
2,9,1,1,0
2,11,1,1,0
2,10,1,1,0
2,10,1,1,0
2,9,1,1,0
2,4,1,1,0
15,2,3,1,0
15,3,1,1,0
3,9,1,3,0
2,12,1,1,0
2,12,1,1,0
2,12,1,11,0
2,13,1,1,0
2,14,1,3,0
2,14,3,1,0
2,10,1,1,0
2,14,1,3,0
2,13,1,1,0
2,13,1,3,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,5,3,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,3,1,1,0
12,2,1,1,0
12,3,1,1,0
12,3,1,1,0
12,3,9.5,1,0
12,5,1,3,0
12,3,1,1,0
12,3,1,1,0
3,13,3,1,0
3,12,1,1,0
3,13,1,3,0
3,13,3,1,0
3,2,1,1,0
3,14,1,3,0
3,10,1,3,0
3,10,1,3,0
3,9,1,3,0
3,14,1,3,0
3,14,3,1,0
3,13,1,3,0
3,13,3,1,0
3,12,1,1,0
3,10,1,3,0
7,16,1,3,0
9,13,1,1,0
9,4,1,1,0
9,10,1,3,0
9,3,1,1,0
9,5,3,1,0
9,4,1,1,0
9,4,3,1,0
9,4,1,1,0
6,10,1,3,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,3,1,1,0
11,10,3,1,0
11,3,1,1,0
11,3,1,1,0
3,2,1,1,0
11,3,1,1,0
11,3,1,1,0
11,4,1,1,0
3,13,1,3,0
3,12,1,1,0
3,13,1,1,0
3,13,1,3,0
3,9,1,3,0
3,13,1,3,0
3,12,1,1,0
3,13,1,1,0
3,13,1,3,0
3,9,1,1,0
3,2,1,1,0
3,14,1,3,0
3,10,1,1,0
3,10,1,3,0
3,10,1,3,0
3,9,1,1,0
3,14,1,3,0
3,13,1,1,0
3,13,1,3,0
3,12,1,1,0
3,14,1,3,0
3,10,1,1,0
3,10,1,3,0
3,10,1,3,0
3,9,1,1,0
3,14,1,3,0
3,13,1,1,0
3,13,1,3,0
3,12,1,1,0
3,12,1,1,0
3,14,1,3,0
3,10,1,3,0
3,13,1,1,0
3,13,1,3,0
3,12,1,1,0
8,13,3,1,0
8,10,1,3,0
8,10,1,3,0
8,10,3,1,0
8,10,3,1,0
8,14,3,1,0
13,3,3,1,0
8,5,1,1,0
13,3,3,1,0
13,9,1,1,0
13,3,1,3,0
